artist,songname,sectiontype,filename
adele,rolling-in-the-deep,chorus,data/Rolling In The Deep-3.json
adele,rolling-in-the-deep,bridge,data/Rolling In The Deep-4.json
adele,rolling-in-the-deep,solo,data/Rolling in the Deep-5.json
adele,rumor-has-it,verse,data/Rumor Has It.json
adele,rumor-has-it,chorus,data/Rumor Has It-2.json
adele,rumor-has-it,bridge,data/Rumor Has It-3.json
adele,send-my-love,chorus,data/Send My Love.json
adele,set-fire-to-the-rain,verse,data/Set Fire to the Rain.json
adele,set-fire-to-the-rain,pre-chorus,data/Set Fire to the Rain-2.json
adele,set-fire-to-the-rain,chorus,data/Set Fire to the Rain-3.json
adele,set-fire-to-the-rain,bridge,data/Set Fire to the Rain-4.json
adele,set-fire-to-the-rain,instrumental,data/Set Fire to the Rain-5.json
adele,set-fire-to-the-rain,outro,data/Set Fire to the Rain-6.json
adele,skyfall,verse,data/Skyfall.json
adele,skyfall,chorus,data/Skyfall-2.json
adele,skyfall,bridge,data/Skyfall-3.json
adele,someone-like-you,intro,data/Someone Like You.json
adele,someone-like-you,verse,data/Someone Like You-2.json
adele,someone-like-you,pre-chorus,data/Someone Like You-3.json
adele,someone-like-you,chorus,data/Someone Like You-4.json
adele,strangers-by-nature,verse,data/Strangers By Nature.json
adele,strangers-by-nature,chorus,data/Strangers By Nature-2.json
adele,to-be-loved,verse,
adele,turning-tables,intro,data/Turning Tables.json
adele,turning-tables,verse,data/Turning Tables-2.json
adele,turning-tables,pre-chorus,data/Turning Tables-3.json
adele,turning-tables,chorus,data/Turning Tables-4.json
adele,turning-tables,bridge,data/Turning Tables-5.json
adele,when-we-were-young,verse,data/When We Were Young.json
adele,when-we-were-young,pre-chorus,
adele,when-we-were-young,pre-chorus-and-chorus,data/When We Were Young-3.json
adele,when-we-were-young,chorus,data/When We Were Young-4.json
adele,woman-like-me,chorus,data/Woman Like Me.json
adelina tahiri,heart-on-fire,intro,data/HEART ON FIRE.json
adelle,hello,intro-and-verse,data/HELLO-5.json
aditya cipta gumilar,my-story,chorus,data/My Story.json
admiral james t,captain-slow,verse,data/Captain Slow.json
admiral james t,captain-slow,chorus,data/Captain Slow-2.json
admiral james t,cricket-ride,chorus,data/Cricket Ride.json
admiral james t,hear-these-words,verse-and-pre-chorus,
admiral james t,hear-these-words,chorus,
admiral james t,main-menu-%28transport-fever-2%29,chorus,data/Main Menu (Transport Fever 2).json
ado,gyakko-%28backlight%29,intro-and-verse,data/Gyakko (Backlight).json
ado,gyakko-%28backlight%29,pre-chorus-and-chorus,data/Gyakko (Backlight)-2.json
adrian lux,teenage-crime,chorus,data/Teenage Crime.json
adrian lux,weekend-heroes---bauer-and-lanford-remix,chorus,data/Weekend Heroes - Bauer and Lanford Remix.json
adriana calcanhotto,devolva-me,verse,
adriana calcanhotto,devolva-me,chorus,data/Devolva-me-2.json
adrianna,so-sick-ne-yo,pre-chorus-and-chorus,data/So Sick Ne-Yo.json
adrianna r,so-sick-ne-yo,pre-chorus-and-chorus,data/So Sick Ne-Yo-2.json
adrianne lenker,anything,verse,data/Anything.json
adrianne lenker,anything,chorus,data/Anything-2.json
adrianne lenker,come,pre-chorus,data/Come.json
adrianne lenker,ruined,verse,data/Ruined.json
adrianne lenker,ruined,chorus,data/Ruined-2.json
adrianne lenker,symbol,verse,data/Symbol.json
adrianne lenker,symbol,chorus,data/Symbol-2.json
adrianne lenker,symbol,bridge,data/Symbol-3.json
adult swim,too-many-cooks-theme-song,verse,data/Too Many Cooks Theme Song.json
adult swim,too-many-cooks-theme-song,chorus,data/Too Many Cooks Theme Song-2.json
adventure club,wonder,intro,data/Wonder.json
adventure club,wonder,verse-and-pre-chorus,data/Wonder-2.json
adventure club,wonder,chorus,data/Wonder-3.json
adventure club,wonder,bridge,data/Wonder-4.json
adventure club,wonder,outro,data/Wonder-5.json
adventure time,bubblegums-blueprint,instrumental,data/Bubblegum's Blueprint.json
adventure time,oh-bubblegum,verse,
adventure time,oh-bubblegum,chorus,data/Oh Bubblegum-2.json
adventure time,were-plants,chorus,data/We're Plants.json
adventures,reach-out-to-you,verse,data/Reach Out To You.json
aeden and sketchez,take-it-or-leave-it,verse,
aerosmith,crazy,chorus,data/Crazy.json
aerosmith,cryin,verse,data/Cryin'.json
aerosmith,cryin,pre-chorus,data/Cryin'-2.json
aerosmith,cryin,chorus,data/Cryin'-3.json
aerosmith,dream-on,intro,data/Dream On.json
aerosmith,dream-on,verse,data/Dream On-2.json
aerosmith,dream-on,pre-chorus,data/Dream On-3.json
aerosmith,dream-on,chorus,data/Dream On-4.json
aerosmith,dream-on,instrumental,data/Dream On-5.json
aerosmith,dream-on,pre-outro,data/Dream On-6.json
aerosmith,dude-%28looks-like-a-lady%29,chorus,data/Dude (Looks Like a Lady).json
aerosmith,i-dont-want-to-miss-a-thing,verse,data/I Don't Want To Miss A Thing.json
aerosmith,i-dont-want-to-miss-a-thing,chorus,data/I Don't Want To Miss A Thing-2.json
aerosmith,love-in-an-elevator,verse,data/Love in an Elevator.json
aerosmith,love-in-an-elevator,chorus,data/Love in an Elevator-2.json
aerosmith,sweet-emotion,chorus,data/Sweet Emotion.json
aerosmith,walk-this-way,intro,data/Walk This Way.json
aerosmith,walk-this-way,verse,data/Walk This Way-2.json
aerosmith,walk-this-way,chorus,data/Walk This Way-3.json
aesop rock,daylight,instrumental,data/Daylight.json
aespa,welcome-to-my-world-%28feat-naevis%29,chorus,data/Welcome To MY World (Feat naevis).json
afi,girls-not-grey,verse,data/Girl's Not Grey.json
afi,girls-not-grey,chorus,data/Girl's Not Grey-2.json
afi,miss-murder,verse-and-pre-chorus,data/Miss Murder.json
afi,miss-murder,chorus,data/Miss Murder-2.json
afi,miss-murder,bridge,data/Miss Murder-3.json
afika,chosen,verse,data/Chosen.json
african american spiritual,there-is-a-balm-in-gilead,verse,data/There Is A Balm In Gilead.json
african american spiritual,there-is-a-balm-in-gilead,chorus,data/There Is A Balm In Gilead-2.json
afrojack,ten-feet-tall,verse,data/Ten Feet Tall.json
afrojack,ten-feet-tall,chorus,data/Ten Feet Tall-2.json
afrojack,ten-feet-tall,instrumental,data/Ten Feet Tall-3.json
afrojack,the-spark,chorus,data/The Spark.json
afrojack ft eva simons,take-over-control,instrumental,data/Take Over Control.json
afroman,because-i-got-high,verse,data/Because I Got High.json
afta 1,ahmad,instrumental,data/Ahmad.json
afta 1,ahmad-iii,chorus,data/Ahmad III.json
afta 1,candy-box---interlude,instrumental,data/Candy Box - Interlude.json
afta 1,flyerthanshe,instrumental,data/Flyerthanshe.json
afta 1,medianos,instrumental,data/Medianos.json
afta 1,pluto-moon,instrumental,data/Pluto Moon.json
afta 1,quest,instrumental,data/Quest.json
afta 1,the-facts,instrumental,data/The Facts.json
after the fire,der-kommissar,chorus,data/Der Kommissar.json
again,janet-jackson,intro,data/Janet Jackson.json
against me,two-coffins,intro-and-verse,data/Two Coffins.json
against me,two-coffins,chorus,data/Two Coffins-2.json
agnes,24-hours,verse,data/24 Hours.json
agnes,24-hours,pre-chorus-and-chorus,data/24 Hours-2.json
agnes,here-comes-the-night,chorus,data/Here Comes The Night.json
agnes,right-here-right-now,chorus,data/Right Here Right Now.json
agnieszka radwanska and caroline wozniacki,we-love-our-tennis,verse,data/We Love Our Tennis.json
agnieszka radwanska and caroline wozniacki,we-love-our-tennis,chorus,data/We Love Our Tennis-2.json
agnieszka radwanska and caroline wozniacki,we-love-our-tennis,solo,data/We Love Our Tennis-3.json
agoaniki p,double-lariat---featuring-megurine-luka,intro-and-verse,data/Double Lariat - featuring Megurine Luka.json
agustin barrios,mazurka-appassionata,verse,data/Mazurka Appassionata.json
ahmaykmewsik,goodbye,chorus,data/Goodbye.json
ahrix,nova,chorus,
ai ootsuka,sakuranbo,chorus,data/Sakuranbo.json
ai otsuka,planetarium,verse,data/Planetarium.json
aikakone,opettelen-salaa,verse,data/Opettelen Salaa.json
aiko,boyfriend,verse,data/Boyfriend.json
aiko,boyfriend,pre-chorus-and-chorus,data/Boyfriend-2.json
aiko,kabutomushi,intro-and-verse,data/Kabutomushi.json
aiko,kabutomushi,pre-chorus-and-chorus,data/Kabutomushi-2.json
aiko,tabeta-ai,verse,data/Tabeta Ai.json
aiko,waruguchi,intro-and-verse,data/Waruguchi.json
aiko,waruguchi,pre-chorus-and-chorus,data/Waruguchi-2.json
aiko,waruguchi,solo,data/Waruguchi-3.json
aimee mann,ghost-world,verse,data/Ghost World.json
aimee mann,one,verse,data/One.json
aimee mann,one,bridge,data/One-2.json
aimee mann,save-me,verse,data/Save Me.json
aimee mann,save-me,chorus,data/Save Me-2.json
aimee mann,the-moth,verse,data/The Moth.json
aimer,zankyou-sanka,intro,data/Zankyou Sanka.json
aimer,zankyou-sanka,pre-chorus,data/Zankyou Sanka-2.json
aimer,zankyou-sanka,chorus,data/Zankyou Sanka-3.json
aimyon,ai-no-hana,intro,data/Ai no Hana.json
aimyon,ai-no-hana,verse,data/Ai no Hana-2.json
aimyon,ai-no-hana,pre-chorus-and-chorus,data/Ai no Hana-3.json
aimyon,hadaka-no-kokoro,chorus,data/Hadaka no Kokoro.json
aimyon,kimi-wa-rock-wo-kikanai,intro,data/Kimi wa Rock wo Kikanai.json
aimyon,kimi-wa-rock-wo-kikanai,verse-and-pre-chorus,data/Kimi wa Rock wo Kikanai-2.json
aimyon,kimi-wa-rock-wo-kikanai,chorus,data/Kimi wa Rock wo Kikanai-3.json
aimyon,sakura-ga-furu-yoru-wa,verse,data/Sakura ga Furu Yoru wa.json
aimyon,sakura-ga-furu-yoru-wa,pre-chorus,data/Sakura ga Furu Yoru wa-2.json
aimyon,sakura-ga-furu-yoru-wa,chorus,data/Sakura ga Furu Yoru wa-3.json
aina cook,tantara-taloha,intro,data/TANTARA TALOHA.json
aina cook,tantara-taloha,verse,data/TANTARA TALOHA-2.json
aina cook,tantara-taloha,chorus,data/TANTARA TALOHA-3.json
aina cook,tantara-taloha,bridge,data/TANTARA TALOHA-4.json
aiobahn,internet-yamero,intro,data/INTERNET YAMERO.json
aiobahn,internet-yamero,chorus,data/INTERNET YAMERO-2.json
air,all-i-need,intro,data/All I Need.json
air,all-i-need,chorus,data/All I Need-2.json
air,cherry-blossom-girl,verse,data/Cherry Blossom Girl.json
air,jai-dormi-sous-leau,intro,data/J'ai Dormi Sous L'eau.json
air,kelly-watch-the-stars,intro,data/Kelly Watch The Stars.json
air,kelly-watch-the-stars,verse,data/Kelly Watch The Stars-2.json
air,la-femme-dargent,intro,data/La Femme d'Argent.json
air,mer-du-japon,chorus,data/Mer Du Japon.json
air,mike-mills,verse,data/Mike Mills.json
air,new-star-in-the-sky,intro,data/New Star In The Sky.json
air,new-star-in-the-sky,pre-chorus,data/New Star In The Sky-2.json
air,new-star-in-the-sky,chorus,data/New Star In The Sky-3.json
air,new-star-in-the-sky,bridge,data/New Star In The Sky-4.json
air,playground-love,intro,data/Playground Love.json
air,playground-love,verse,data/Playground Love-2.json
air,playground-love,chorus,data/Playground Love-3.json
air,remember,verse,data/Remember-3.json
air,remember,chorus,data/Remember-4.json
air,sexy-boy,verse,data/Sexy Boy.json
air,sexy-boy,chorus,data/Sexy Boy-2.json
air,surfing-on-a-rocket,verse,data/Surfing On A Rocket.json
air,surfing-on-a-rocket,chorus,data/Surfing On A Rocket-2.json
air,talisman,intro,data/Talisman.json
air,venus,verse,data/Venus.json
air,venus,instrumental,data/Venus-2.json
air soundtrack,wing,verse,data/Wing.json
air supply,all-out-of-love,verse,data/All Out Of Love.json
air supply,all-out-of-love,chorus,data/All Out Of Love-2.json
air supply,all-out-of-love,bridge,data/All Out Of Love-3.json
air supply,lost-in-love,verse-and-pre-chorus,data/Lost in Love.json
air supply,making-love-out-of-nothing-at-all,intro,data/Making Love Out Of Nothing At All.json
air supply,making-love-out-of-nothing-at-all,verse,data/Making Love Out Of Nothing At All-2.json
air supply,the-one-that-you-love,verse,data/The One That You Love.json
airbag,sounds-that-i-hear,verse,data/Sounds That I Hear.json
airplane mode,dance-like-you-mean-it,verse,data/Dance Like You Mean It.json
airplane mode,dance-like-you-mean-it,chorus,data/Dance Like You Mean It-2.json
airplanes,local-natives,intro-and-verse,data/Local Natives.json
airwave,sky-blues,chorus,data/Sky Blues.json
aisel,x-my-heart,chorus,data/X My Heart.json
aisha,the-town-inside-me,intro,data/The Town Inside Me.json
aitana,en-el-coche,chorus,data/En El Coche.json
aitana,formentera-%28feat-nicki-nicole%29,chorus,data/Formentera (feat Nicki Nicole).json
aivi and surasshu,come-back,verse,data/Come Back.json
aivi and surasshu,come-back,chorus,data/Come Back-2.json
aivi tran and steven surasshu velema,dance-of-swords---steven-universe,solo-1,data/Dance of Swords - Steven Universe.json
aivi tran and steven surasshu velema,dance-of-swords---steven-universe,solo-2,data/Dance of Swords - Steven Universe-2.json
aivi tran and steven surasshu velema,love-like-you---steven-universe-credits-theme,chorus,data/Love Like You - Steven Universe Credits Theme.json
ajr,alice-by-the-hudson,verse,data/Alice By The Hudson.json
ajr,alice-by-the-hudson,pre-chorus,data/Alice By The Hudson-2.json
ajr,alice-by-the-hudson,chorus,data/Alice By The Hudson-3.json
ajr,bang,chorus,data/BANG.json
ajr,bud-like-you,chorus,data/Bud Like You.json
ajr,buy-you-a-rose,verse,data/Buy You A Rose.json
ajr,buy-you-a-rose,pre-chorus,data/Buy You A Rose-2.json
ajr,buy-you-a-rose,chorus,data/Buy You A Rose-3.json
ajr,hole-in-the-bottom-of-my-brain,verse,data/Hole In The Bottom of My Brain.json
ajr,i-wont,chorus,data/I Won't.json
ajr,im-not-famous,verse,data/I'm Not Famous.json
ajr,im-not-famous,pre-chorus-and-chorus,data/I'm Not Famous-2.json
ajr,inertia,chorus,data/Inertia.json
ajr,inertia,pre-outro,data/Inertia-2.json
ajr,maybe-man,verse,data/Maybe Man.json
ajr,maybe-man,outro,data/Maybe Man-2.json
ajr,maybe-man,outro-1,data/Maybe Man-3.json
ajr,no-grass-today,chorus,data/No Grass Today.json
ajr,steves-going-to-london,chorus,data/Steve's Going to London.json
ajr,the-dj-is-crying-for-help,chorus,data/The DJ Is Crying For Help.json
ajr,the-dumb-song,verse,data/The Dumb Song.json
ajr,the-dumb-song,chorus,data/The Dumb Song-2.json
ajr,the-green-and-the-town,verse,data/The Green And The Town.json
ajr,the-green-and-the-town,chorus,data/The Green And The Town-2.json
ajr,turning-out,intro,data/Turning Out.json
ajr,way-less-sad,intro,data/Way Less Sad.json
ajr,way-less-sad,bridge,data/Way Less Sad-2.json
ajr,weak,verse,data/Weak.json
ajr,weak,pre-chorus,data/Weak-2.json
ajr,weak,chorus,data/Weak-3.json
ajr,worlds-smallest-violin,verse,data/World's Smallest Violin.json
ajr,worlds-smallest-violin,pre-chorus,data/World's Smallest Violin-2.json
ajr,worlds-smallest-violin,chorus,data/World's Smallest Violin-3.json
ajr,worlds-smallest-violin,chorus-lead-out,data/World's Smallest Violin-4.json
ajr,yes-im-a-mess,intro,data/Yes I'm A Mess.json
ajr,yes-im-a-mess,verse-and-pre-chorus,data/Yes I'm A Mess-2.json
ajr,yes-im-a-mess,chorus,data/Yes I'm A Mess-3.json
ajurika,fading-sky,chorus,data/Fading Sky.json
ak ausserkontrolle und pashanim,6561,chorus,data/6561.json
aka kyuketsuki,kadath-the-giant-castle-of-dreams,chorus,data/Kadath the Giant Castle of Dreams.json
akagami feat cocorobo,ashioto,intro,data/ASHIOTO.json
akagami feat cocorobo,ashioto,verse,data/ASHIOTO-2.json
akagami feat cocorobo,ashioto,pre-chorus,data/ASHIOTO-3.json
akagami feat cocorobo,ashioto,chorus,data/ASHIOTO-4.json
akagami feat cocorobo,ashioto,bridge,data/ASHIOTO-5.json
akagami feat cocorobo,ashioto,outro,data/ASHIOTO-6.json
akamajou densetsu,prayer,instrumental,data/Prayer.json
akamodo,too-much-fun,intro,data/Too Much Fun.json
akamodo,too-much-fun,chorus,data/Too Much Fun-2.json
akari kaida,mega-man-10---king-of-blades,intro,data/Mega Man 10 - King of Blades.json
akari kaida,mega-man-10---king-of-blades,verse,data/Mega Man 10 - King of Blades-2.json
akasha,hippy-shit,chorus,data/Hippy Shit.json
akatsuki records,dig-it-dig-out,chorus,data/DIG IT DIG OUT.json
akb48,heavy-rotation,chorus,data/Heavy Rotation.json
akb48,koi-suru-fortune-cookie,verse,data/Koi Suru Fortune Cookie.json
akb48,negaigoto-no-mochigusare,chorus,
akb48,ponytail-to-shushu,intro,data/Ponytail to Shushu.json
akb48,sugar-rush,verse,data/Sugar Rush.json
akb48,sugar-rush,pre-chorus,data/Sugar Rush-2.json
akb48,sugar-rush,chorus,data/Sugar Rush-3.json
akb48,sugar-rush,bridge,data/Sugar Rush-4.json
akcent,kylie,pre-chorus,data/Kylie.json
akcent,kylie,chorus,data/Kylie-2.json
akcent,kylie,instrumental,data/Kylie-3.json
aki hata,lagrange-point---searching-for-the-promise-land,instrumental,data/Lagrange Point - Searching for the Promise Land.json
aki hata,lagrange-point---wandering-journey,instrumental,data/Lagrange Point - Wandering journey.json
akifumi tada,blue-resort---bomberman-64,verse,data/Blue Resort - Bomberman 64.json
akifumi tada,blue-resort---bomberman-64,chorus,data/Blue Resort - Bomberman 64-2.json
akihi motoyama,hyperdimension-neptunia-u---black-brave,verse,data/Hyperdimension Neptunia U - Black Brave.json
akihiko narita,resident-evil-6---mercenaries,verse,data/Resident Evil 6 - Mercenaries.json
akihiko narita,resident-evil-6---mercenaries,bridge,data/Resident Evil 6 - Mercenaries-2.json
akihiro honda,metal-gear-solid---peace-walker-main-theme,chorus,data/Metal Gear Solid - Peace Walker Main Theme.json
akihiro honda,metal-gear-solid---peace-walker-main-theme,chorus-lead-out,data/Metal Gear Solid - Peace Walker Main Theme-2.json
akiko yano,water-ways-flow-backward-again,intro,data/Water Ways Flow Backward Again.json
akira complex,helios,verse,data/Helios.json
akira senju,fullmetal-alchemist-brotherhood---main-theme,chorus,data/Fullmetal Alchemist Brotherhood - Main Theme.json
akira yamaoka,pianissimo-epilogue,verse,data/Pianissimo Epilogue.json
akira yamaoka,pianissimo-epilogue,chorus,data/Pianissimo Epilogue-2.json
akira yamaoka,promise,instrumental,data/Promise.json
akira yamaoka,silent-hill-theme,intro,data/Silent Hill Theme.json
akira yamaoka,silent-hill-theme,solo-1,data/Silent Hill Theme-2.json
akito nakatsuka,bonus-stage---ice-climber,instrumental,data/Bonus Stage - Ice Climber.json
akito nakatsuka,stage-theme---clu-clu-land,instrumental,data/Stage Theme - Clu Clu Land.json
akito nakatsuka,title-theme---zelda-ii-the-adventure-of-link,verse,data/Title Theme - Zelda II The Adventure of Link.json
